region,power_station,monitored_capacity_MW,planned_maintanence_MW,forced_maintanence_MW,other_reasons_MW,gen_dt_program,gen_dt_actual,gen_dt_excess_shortfall,gen_dt_deviation
Northern,RWPL (JSW),1080.0,0.0,135.0,0.0,17.32,21.87,4.55,26.27
Northern,SJVNL,1912.02,0.0,0.0,750.0,19.32,21.2,1.88,9.73
Northern,SrEPL,225.0,0.0,0.0,0.0,2.0,0.0,-2.0,-100.0
Northern,THDC,1400.0,0.0,0.0,0.0,9.29,7.5,-1.79,-19.27
Northern,TPDDL,108.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0
Northern,TSPL,1980.0,0.0,660.0,0.0,30.93,20.58,-10.35,-33.46
Northern,Total,69663.53,3081.75,12657.17,3207.3,799.7,852.08,52.38,6.55
Western,Chhatisgarh,3200.0,0.0,500.0,0.0,47.27,57.05,9.78,20.69
Western,Gujarat,9717.82,0.0,2645.62,480.0,85.79,110.82,25.03,29.18
Western,Madhya Pradesh,6115.0,675.0,2810.0,285.0,79.08,51.05,-28.03,-35.45
Western,Maharashtra,12988.0,250.0,1945.0,318.0,147.75,157.07,9.32,6.31
Western,ACB,325.0,0.0,160.0,0.0,4.99,3.88,-1.11,-22.24
Western,ACPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,AEML,500.0,0.0,0.0,0.0,11.42,10.17,-1.25,-10.95
Western,AMNEPL,246.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0
Western,APL,7920.0,0.0,0.0,0.0,128.6,178.96,50.36,39.16
Western,BALCO,600.0,0.0,0.0,0.0,7.58,13.2,5.62,74.14
Western,BLAPPL,90.0,0.0,45.0,0.0,0.65,0.54,-0.11,-16.92
Western,CGPL,4000.0,0.0,800.0,0.0,70.26,70.18,-0.08,-0.11
Western,CLPINDIA,655.0,0.0,0.0,655.0,0.0,0.0,0.0,0.0
Western,DBPCL,1200.0,0.0,0.0,0.0,16.96,24.94,7.98,47.05
Western,DIPL,600.0,0.0,0.0,0.0,6.0,13.58,7.58,126.33
Western,DLHP,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,EPGL,1200.0,0.0,1200.0,0.0,8.97,0.0,-8.97,-100.0
Western,ESSAR,515.0,0.0,295.0,220.0,0.0,0.0,0.0,0.0
Western,ESSARPMPL,1200.0,0.0,600.0,0.0,12.9,9.89,-3.01,-23.33
Western,GCEL,1370.0,0.0,685.0,0.0,10.42,20.36,9.94,95.39
Western,GEPL,120.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
Western,GIPCL,660.0,0.0,250.0,160.0,9.47,5.86,-3.61,-38.12
Western,GMR ENERG,600.0,0.0,0.0,0.0,10.52,14.16,3.64,34.6
Western,IEPL,270.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0
Western,JHAPL,600.0,0.0,0.0,0.0,7.94,10.98,3.04,38.29
Western,JPL,3400.0,0.0,1450.0,0.0,23.26,43.81,20.55,88.35
Western,JPPVL,1820.0,0.0,910.0,0.0,21.84,20.03,-1.81,-8.29
Western,JSWEL,1200.0,0.0,0.0,0.0,19.9,24.05,4.15,20.85
Western,LANCO,600.0,0.0,0.0,0.0,9.22,13.39,4.17,45.23
Western,LVTPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,MBPMPL,1200.0,0.0,0.0,0.0,18.45,23.41,4.96,26.88
Western,MCCPL,300.0,0.0,0.0,0.0,5.55,7.23,1.68,30.27
Western,NHDC,1520.0,0.0,0.0,0.0,8.39,7.31,-1.08,-12.87
Western,NPCIL,1840.0,320.0,540.0,0.0,40.95,23.5,-17.45,-42.61
Western,NSPCL,500.0,0.0,0.0,0.0,9.16,11.81,2.65,28.93
Western,NTPC Ltd.,19013.59,1070.0,2891.1,0.0,258.94,326.15,67.21,25.96
Western,PGPL,388.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0
Western,RATTANINDIA,1350.0,0.0,1350.0,0.0,10.63,0.0,-10.63,-100.0
Western,REGL,600.0,0.0,0.0,0.0,7.35,12.93,5.58,75.92
Western,RELIANCE,48.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
Western,RGPPL,1967.08,0.0,0.0,1516.54,12.54,7.45,-5.09,-40.59
Western,RKMPPL,1440.0,0.0,720.0,360.0,7.2,8.44,1.24,17.22
Western,SCPL,100.0,0.0,100.0,0.0,1.74,0.0,-1.74,-100.0
Western,SKS,600.0,0.0,0.0,300.0,6.38,5.26,-1.12,-17.55
Western,SMHPCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,SPL,3960.0,0.0,0.0,0.0,80.61,95.22,14.61,18.12
Western,SPPL,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0
Western,STPL,1350.0,0.0,1350.0,0.0,0.0,0.0,0.0,0.0
Western,SVPPL,63.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0
Western,TATA MAH.,447.0,0.0,24.0,0.0,3.98,5.49,1.51,37.94
Western,TATA PCL,930.0,0.0,250.0,0.0,15.52,13.24,-2.28,-14.69
Western,TOR. POW. (SUGEN),1147.5,0.0,0.0,0.0,17.55,20.38,2.83,16.13
Western,TOR. POW. (UNOSUGEN),1944.5,0.0,0.0,1200.0,10.77,14.57,3.8,35.28
Western,TRNE,600.0,0.0,300.0,0.0,8.9,4.74,-4.16,-46.74
Western,VESPL,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
Western,VIP,600.0,0.0,600.0,0.0,2.94,0.0,-2.94,-100.0
Western,VVL,135.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0
Western,WPCL,2340.0,0.0,135.0,0.0,22.3,45.34,23.04,103.32
Western,Total,106314.49,2315.0,23574.72,5930.54,1290.64,1486.44,195.8,15.17
Southern,Andhra Pradesh,6855.4,0.0,2660.0,195.6,86.35,71.0,-15.35,-17.78
Southern,Karnataka,8664.2,564.8,3194.6,966.0,78.43,58.34,-20.09,-25.62
Southern,Kerala,2016.46,353.0,108.0,73.5,15.31,18.46,3.15,20.57
Southern,Puducherry,32.5,0.0,0.0,0.0,0.65,0.57,-0.08,-12.31
Southern,Tamil Nadu,7012.28,414.0,1963.23,227.5,95.62,72.41,-23.21,-24.27
Southern,Telangana,6838.1,0.0,830.0,1079.8,95.76,103.39,7.63,7.97
Southern,ABAN POWR,119.8,0.0,0.0,0.0,1.59,0.0,-1.59,-100.0
Southern,APGPCL,272.0,205.0,0.0,0.0,1.97,2.13,0.16,8.12
Southern,BELLARY,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,BSES  AP,220.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0
Southern,BSES(C),174.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0
Southern,CEPL,1200.0,0.0,600.0,0.0,11.71,7.61,-4.1,-35.01
Southern,GAUTAMI,464.0,0.0,0.0,464.0,0.0,0.0,0.0,0.0
Southern,GMR ENERG,220.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0
Southern,GREL,768.0,0.0,0.0,768.0,0.0,0.0,0.0,0.0
Southern,GVKP&IL,220.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0
Southern,HNPC,1040.0,0.0,1040.0,0.0,6.0,0.0,-6.0,-100.0
Southern,IBPIL,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0
Southern,ITPCL,1200.0,0.0,600.0,0.0,17.48,12.06,-5.42,-31.01
Southern,JSWEL,860.0,0.0,430.0,0.0,6.84,8.48,1.64,23.98
Southern,KONA,445.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0
Southern,KONDAPALI,1476.14,0.0,0.0,1229.29,2.13,2.58,0.45,21.13
Southern,LVS POWER,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,MADURAI P,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,MEL,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0
Southern,NLC,2940.0,420.0,680.0,0.0,51.12,39.06,-12.06,-23.59
Southern,NPCIL,3320.0,0.0,220.0,0.0,61.83,70.75,8.92,14.43
Southern,NTECL,1500.0,0.0,0.0,0.0,20.47,24.88,4.41,21.54
Southern,NTPC Ltd.,7359.58,700.0,2900.0,359.58,82.79,70.67,-12.12,-14.64
Southern,NTPL,1000.0,0.0,0.0,0.0,7.97,21.12,13.15,164.99
Southern,PENNA,52.8,0.0,0.0,0.0,1.03,0.92,-0.11,-10.68
Southern,PPNPGCL,330.5,0.0,0.0,330.5,0.0,0.0,0.0,0.0
Southern,SAMALPATI,105.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,SEIL,2640.0,0.0,0.0,0.0,48.35,62.99,14.64,30.28
Southern,SEPL,600.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0
Southern,SPGL,208.0,0.0,0.0,208.0,3.22,0.0,-3.22,-100.0
Southern,ST-CMSECP,250.0,0.0,250.0,0.0,3.48,0.0,-3.48,-100.0
Southern,UPCL,1200.0,0.0,600.0,0.0,11.87,12.36,0.49,4.13
Southern,VEMAGIRI,370.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0
Southern,Total,62742.47,2656.8,17275.83,7550.76,711.97,659.78,-52.19,-7.33
Eastern,Andaman & Nicobar Islands,40.05,0.0,0.0,0.0,0.42,0.36,-0.06,-14.29
Eastern,Jharkhand,550.0,0.0,0.0,0.0,6.45,6.7,0.25,3.88
Eastern,Odisha,3882.25,279.0,764.0,0.0,42.48,40.32,-2.16,-5.08
Eastern,Sikkim,1200.0,0.0,0.0,0.0,16.58,26.61,10.03,60.49
Eastern,West Bengal,6356.0,268.0,1269.0,540.0,71.03,80.32,9.29,13.08
Eastern,ADHUNIK,540.0,0.0,0.0,0.0,8.84,9.61,0.77,8.71
Eastern,BRBCL,750.0,0.0,0.0,0.0,11.0,9.92,-1.08,-9.82
Eastern,CESC,1125.0,0.0,375.0,0.0,15.76,16.95,1.19,7.55
Eastern,CPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern,DEPL,96.0,0.0,0.0,0.0,1.71,2.24,0.53,30.99
Eastern,DVC,7103.2,0.0,420.0,833.2,101.69,123.61,21.92,21.56
Eastern,GIPL,110.0,0.0,0.0,0.0,1.81,1.86,0.05,2.76
Eastern,GMR ENERG,1050.0,0.0,0.0,0.0,19.28,25.41,6.13,31.79
Eastern,HEL,600.0,0.0,0.0,0.0,11.13,13.44,2.31,20.75
Eastern,HMEL,300.0,0.0,300.0,0.0,1.48,0.0,-1.48,-100.0
Eastern,IBPIL,350.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0
Eastern,ICCL,0.0,0.0,0.0,0.0,0.42,0.49,0.07,16.67
Eastern,JITPL,1200.0,0.0,600.0,0.0,11.68,8.0,-3.68,-31.51
Eastern,K.B.U.N.L,610.0,0.0,220.0,0.0,7.99,8.35,0.36,4.51
Eastern,LBPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern,MBPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern,MPL,1050.0,0.0,0.0,0.0,19.2,15.31,-3.89,-20.26
Eastern,NALCO,0.0,0.0,0.0,0.0,0.26,1.08,0.82,315.38
Eastern,NHPC,862.0,0.0,0.0,0.0,14.62,20.62,6.0,41.04
Eastern,NPGCL,660.0,660.0,0.0,0.0,8.48,0.0,-8.48,-100.0
Eastern,NTPC Ltd.,10730.0,530.0,960.0,0.0,171.7,201.91,30.21,17.59
Eastern,SEL,1200.0,0.0,600.0,0.0,0.0,10.76,10.76,0.0
Eastern,SEPL,97.0,0.0,0.0,48.5,1.32,1.39,0.07,5.3
Eastern,SKPPPL,96.0,0.0,0.0,0.0,1.52,2.11,0.59,38.82
Eastern,TATA PCL,240.0,0.0,0.0,0.0,2.19,4.52,2.33,106.39
Eastern,Total,40797.5,1737.0,5858.0,1421.7,549.04,631.89,82.85,15.09
North Eastern,Assam,429.35,9.96,20.0,59.86,4.07,2.99,-1.08,-26.54
North Eastern,Manipur,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Eastern,Meghalaya,322.0,0.0,0.0,0.0,3.49,4.93,1.44,41.26
North Eastern,Tripura,169.5,21.0,21.0,48.0,1.63,1.43,-0.2,-12.27
North Eastern,NEEPCO.,1727.0,75.0,200.0,155.5,24.37,23.55,-0.82,-3.36
North Eastern,NHPC,105.0,0.0,0.0,0.0,2.1,2.52,0.42,20.0
North Eastern,NTPC Ltd.,750.0,0.0,250.0,0.0,10.58,7.06,-3.52,-33.27
North Eastern,ONGC,726.6,0.0,0.0,0.0,13.32,15.61,2.29,17.19
North Eastern,Total,4265.45,105.97,491.0,263.36,59.56,58.09,-1.47,-2.47
