region,power_station,monitored_capacity_MW,planned_maintanence_MW,forced_maintanence_MW,other_reasons_MW,gen_dt_program,gen_dt_actual,gen_dt_excess_shortfall,gen_dt_deviation
Western,RATTANINDIA,1350.0,0.0,1350.0,0.0,10.63,0.0,-10.63,-100.0
Western,REGL,600.0,0.0,0.0,0.0,7.35,13.06,5.71,77.69
Western,RELIANCE,48.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
Western,RGPPL,1967.08,0.0,0.0,1516.54,12.54,7.26,-5.28,-42.11
Western,RKMPPL,1440.0,0.0,720.0,360.0,7.2,8.38,1.18,16.39
Western,SCPL,100.0,0.0,100.0,0.0,1.74,0.0,-1.74,-100.0
Western,SKS,600.0,0.0,0.0,300.0,6.38,5.3,-1.08,-16.93
Western,SMHPCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,SPL,3960.0,0.0,0.0,0.0,80.61,97.02,16.41,20.36
Western,SPPL,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0
Western,STPL,1350.0,0.0,1350.0,0.0,0.0,0.0,0.0,0.0
Western,SVPPL,63.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0
Western,TATA MAH.,447.0,0.0,24.0,0.0,3.98,4.5,0.52,13.07
Western,TATA PCL,930.0,0.0,250.0,0.0,15.52,14.15,-1.37,-8.83
Western,TOR. POW. (SUGEN),1147.5,0.0,0.0,0.0,17.55,20.19,2.64,15.04
Western,TOR. POW. (UNOSUGEN),1944.5,0.0,0.0,1200.0,10.77,14.74,3.97,36.86
Western,TRNE,600.0,0.0,300.0,0.0,8.9,4.74,-4.16,-46.74
Western,VESPL,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
Western,VIP,600.0,0.0,600.0,0.0,2.94,0.0,-2.94,-100.0
Western,VVL,135.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0
Western,WPCL,2340.0,0.0,135.0,0.0,22.3,42.96,20.66,92.65
Western,Total,106314.49,2315.0,25063.72,5930.54,1290.64,1457.98,167.34,12.97
Southern,Andhra Pradesh,6855.4,210.0,2870.0,195.6,86.35,61.95,-24.4,-28.26
Southern,Karnataka,8664.2,564.8,3194.6,966.0,81.72,55.32,-26.4,-32.31
Southern,Kerala,2016.46,353.0,108.0,36.0,15.31,20.29,4.98,32.53
Southern,Puducherry,32.5,0.0,0.0,0.0,0.65,0.57,-0.08,-12.31
Southern,Tamil Nadu,7012.28,414.0,1948.23,215.0,95.62,68.6,-27.02,-28.26
Southern,Telangana,6838.1,0.0,280.0,1039.8,95.76,115.39,19.63,20.5
Southern,ABAN POWR,119.8,0.0,0.0,0.0,1.59,0.0,-1.59,-100.0
Southern,APGPCL,272.0,205.0,0.0,0.0,1.97,2.14,0.17,8.63
Southern,BELLARY,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,BSES  AP,220.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0
Southern,BSES(C),174.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0
Southern,CEPL,1200.0,0.0,1200.0,0.0,11.71,1.82,-9.89,-84.46
Southern,GAUTAMI,464.0,0.0,0.0,464.0,0.0,0.0,0.0,0.0
Southern,GMR ENERG,220.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0
Southern,GREL,768.0,0.0,0.0,768.0,0.0,0.0,0.0,0.0
Southern,GVKP&IL,220.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0
Southern,HNPC,1040.0,0.0,1040.0,0.0,6.0,0.0,-6.0,-100.0
Southern,IBPIL,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0
Southern,ITPCL,1200.0,0.0,600.0,0.0,17.48,12.11,-5.37,-30.72
Southern,JSWEL,860.0,0.0,430.0,0.0,6.84,8.48,1.64,23.98
Southern,KONA,445.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0
Southern,KONDAPALI,1476.14,0.0,0.0,1229.29,2.13,3.42,1.29,60.56
Southern,LVS POWER,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,MADURAI P,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,MEL,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0
Southern,NLC,2940.0,420.0,680.0,0.0,51.12,38.46,-12.66,-24.77
Southern,NPCIL,3320.0,0.0,220.0,0.0,61.83,70.07,8.24,13.33
Southern,NTECL,1500.0,0.0,500.0,0.0,20.47,22.08,1.61,7.87
Southern,NTPC Ltd.,7359.58,700.0,3400.0,359.58,82.79,64.11,-18.68,-22.56
Southern,NTPL,1000.0,0.0,0.0,0.0,7.97,20.06,12.09,151.69
Southern,PENNA,52.8,0.0,0.0,0.0,1.03,0.76,-0.27,-26.21
Southern,PPNPGCL,330.5,0.0,0.0,330.5,0.0,0.0,0.0,0.0
Southern,SAMALPATI,105.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,SEIL,2640.0,0.0,0.0,0.0,48.35,62.91,14.56,30.11
Southern,SEPL,600.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0
Southern,SPGL,208.0,0.0,0.0,208.0,3.22,0.0,-3.22,-100.0
Southern,ST-CMSECP,250.0,0.0,250.0,0.0,3.48,0.0,-3.48,-100.0
Southern,UPCL,1200.0,0.0,600.0,0.0,11.87,12.35,0.48,4.04
Southern,VEMAGIRI,370.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0
Southern,Total,62742.47,2866.8,18520.83,7460.76,715.26,640.89,-74.37,-10.4
Eastern,Andaman & Nicobar Islands,40.05,0.0,0.0,0.0,0.42,0.36,-0.06,-14.29
Eastern,Jharkhand,550.0,0.0,0.0,0.0,6.45,6.7,0.25,3.88
Eastern,Odisha,3882.25,279.0,764.0,0.0,42.48,41.15,-1.33,-3.13
Eastern,Sikkim,1200.0,0.0,0.0,0.0,16.58,30.0,13.42,80.94
Eastern,West Bengal,6356.0,268.0,1269.0,540.0,71.03,82.58,11.55,16.26
Eastern,ADHUNIK,540.0,0.0,0.0,0.0,8.84,9.67,0.83,9.39
Eastern,BRBCL,750.0,0.0,250.0,0.0,11.0,9.92,-1.08,-9.82
Eastern,CESC,1125.0,0.0,375.0,0.0,15.76,17.17,1.41,8.95
Eastern,CPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern,DEPL,96.0,0.0,0.0,0.0,1.71,2.4,0.69,40.35
Eastern,DVC,7103.2,0.0,420.0,833.2,101.69,122.82,21.13,20.78
Eastern,GIPL,110.0,0.0,0.0,0.0,1.81,2.03,0.22,12.15
Eastern,GMR ENERG,1050.0,0.0,0.0,0.0,19.28,25.43,6.15,31.9
Eastern,HEL,600.0,0.0,0.0,0.0,11.13,13.54,2.41,21.65
Eastern,HMEL,300.0,0.0,300.0,0.0,1.48,0.0,-1.48,-100.0
Eastern,IBPIL,350.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0
Eastern,ICCL,0.0,0.0,0.0,0.0,0.42,0.8,0.38,90.48
Eastern,JITPL,1200.0,0.0,600.0,0.0,11.68,8.0,-3.68,-31.51
Eastern,K.B.U.N.L,610.0,0.0,220.0,0.0,7.99,8.37,0.38,4.76
Eastern,LBPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern,MBPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern,MPL,1050.0,0.0,0.0,0.0,19.2,15.31,-3.89,-20.26
Eastern,NALCO,0.0,0.0,0.0,0.0,0.26,0.77,0.51,196.15
Eastern,NHPC,862.0,0.0,0.0,0.0,14.62,21.12,6.5,44.46
Eastern,NPGCL,660.0,660.0,0.0,0.0,8.48,0.0,-8.48,-100.0
Eastern,NTPC Ltd.,10730.0,530.0,960.0,0.0,171.7,201.59,29.89,17.41
Eastern,SEL,1200.0,0.0,600.0,0.0,0.0,10.76,10.76,0.0
Eastern,SEPL,97.0,0.0,0.0,48.5,1.32,1.56,0.24,18.18
Eastern,SKPPPL,96.0,0.0,0.0,0.0,1.52,2.11,0.59,38.82
Eastern,TATA PCL,240.0,0.0,0.0,0.0,2.19,4.52,2.33,106.39
Eastern,Total,40797.5,1737.0,6108.0,1421.7,549.04,638.68,89.64,16.33
North Eastern,Assam,429.35,9.96,0.0,49.89,4.07,2.99,-1.08,-26.54
North Eastern,Manipur,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Eastern,Meghalaya,322.0,0.0,0.0,0.0,3.49,4.99,1.5,42.98
North Eastern,Tripura,169.5,21.0,21.0,48.0,1.63,1.43,-0.2,-12.27
North Eastern,NEEPCO.,1727.0,75.0,200.0,155.5,24.37,25.96,1.59,6.52
North Eastern,NHPC,105.0,0.0,0.0,0.0,2.1,2.56,0.46,21.9
North Eastern,NTPC Ltd.,750.0,0.0,250.0,0.0,10.58,8.11,-2.47,-23.35
North Eastern,ONGC,726.6,0.0,0.0,0.0,13.32,15.45,2.13,15.99
North Eastern,Total,4265.45,105.97,471.0,253.39,59.56,61.49,1.93,3.24
