region,power_station,monitored_capacity_MW,planned_maintanence_MW,forced_maintanence_MW,other_reasons_MW,gen_dt_program,gen_dt_actual,gen_dt_excess_shortfall,gen_dt_deviation
Western,DBPCL,1200.0,0.0,0.0,0.0,16.96,23.25,6.29,37.09
Western,DIPL,600.0,0.0,0.0,0.0,6.0,12.14,6.14,102.33
Western,DLHP,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,EPGL,1200.0,0.0,1200.0,0.0,8.97,0.0,-8.97,-100.0
Western,ESSAR,515.0,0.0,295.0,220.0,0.0,0.0,0.0,0.0
Western,ESSARPMPL,1200.0,0.0,600.0,0.0,12.9,9.89,-3.01,-23.33
Western,GCEL,1370.0,0.0,0.0,0.0,10.42,27.77,17.35,166.51
Western,GEPL,120.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
Western,GIPCL,660.0,125.0,0.0,160.0,9.47,8.34,-1.13,-11.93
Western,GMR ENERG,600.0,0.0,0.0,0.0,10.52,12.57,2.05,19.49
Western,IEPL,270.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0
Western,JHAPL,600.0,0.0,0.0,0.0,7.94,7.88,-0.06,-0.76
Western,JPL,3400.0,0.0,1700.0,0.0,23.26,30.49,7.23,31.08
Western,JPPVL,1820.0,0.0,250.0,0.0,18.61,24.71,6.1,32.78
Western,JSWEL,1200.0,0.0,0.0,0.0,19.9,22.94,3.04,15.28
Western,LANCO,600.0,0.0,0.0,0.0,9.22,12.4,3.18,34.49
Western,LVTPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,MBPMPL,1200.0,0.0,0.0,0.0,18.45,14.1,-4.35,-23.58
Western,MCCPL,300.0,0.0,0.0,0.0,5.55,7.04,1.49,26.85
Western,NHDC,1520.0,0.0,0.0,0.0,8.39,17.92,9.53,113.59
Western,NPCIL,1840.0,320.0,540.0,0.0,40.95,23.64,-17.31,-42.27
Western,NSPCL,500.0,0.0,0.0,0.0,9.16,9.79,0.63,6.88
Western,NTPC Ltd.,19013.59,660.0,4071.1,0.0,258.94,300.5,41.56,16.05
Western,PGPL,388.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0
Western,RATTANINDIA,1350.0,0.0,1350.0,0.0,10.63,0.0,-10.63,-100.0
Western,REGL,600.0,0.0,600.0,0.0,7.35,0.0,-7.35,-100.0
Western,RELIANCE,48.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
Western,RGPPL,1967.08,0.0,0.0,1516.54,12.54,6.19,-6.35,-50.64
Western,RKMPPL,1440.0,0.0,720.0,360.0,7.2,8.26,1.06,14.72
Western,SCPL,100.0,0.0,100.0,0.0,1.74,0.0,-1.74,-100.0
Western,SKS,600.0,0.0,0.0,300.0,6.38,5.15,-1.23,-19.28
Western,SMHPCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,SPL,3960.0,0.0,0.0,0.0,80.61,96.75,16.14,20.02
Western,SPPL,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0
Western,STPL,1350.0,0.0,1350.0,0.0,0.0,0.0,0.0,0.0
Western,SVPPL,63.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0
Western,TATA MAH.,447.0,0.0,24.0,0.0,3.98,2.27,-1.71,-42.96
Western,TATA PCL,930.0,0.0,250.0,0.0,15.52,12.12,-3.4,-21.91
Western,TOR. POW. (SUGEN),1147.5,0.0,0.0,0.0,17.55,18.43,0.88,5.01
Western,TOR. POW. (UNOSUGEN),1944.5,0.0,0.0,1200.0,10.77,13.49,2.72,25.26
Western,TRNE,600.0,0.0,300.0,0.0,8.9,4.75,-4.15,-46.63
Western,VESPL,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
Western,VIP,600.0,0.0,600.0,0.0,2.94,0.0,-2.94,-100.0
Western,VVL,135.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0
Western,WPCL,2340.0,0.0,405.0,0.0,22.3,37.37,15.07,67.58
Western,Total,106314.49,2030.0,24583.72,5930.54,1287.41,1402.08,114.67,8.91
Southern,Andhra Pradesh,6855.4,0.0,3080.0,142.8,86.35,60.08,-26.27,-30.42
Southern,Karnataka,8664.2,564.8,3894.6,950.0,78.45,35.45,-43.0,-54.81
Southern,Kerala,2016.46,483.0,108.0,36.0,15.31,19.29,3.98,26.0
Southern,Puducherry,32.5,0.0,0.0,0.0,0.65,0.57,-0.08,-12.31
Southern,Tamil Nadu,7012.28,1224.0,2158.23,365.0,86.36,44.69,-41.67,-48.25
Southern,Telangana,6838.1,0.0,830.0,1039.8,95.76,98.92,3.16,3.3
Southern,ABAN POWR,119.8,0.0,0.0,0.0,1.59,0.0,-1.59,-100.0
Southern,APGPCL,272.0,205.0,0.0,0.0,1.97,1.41,-0.56,-28.43
Southern,BELLARY,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,BSES  AP,220.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0
Southern,BSES(C),174.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0
Southern,CEPL,1200.0,0.0,1200.0,0.0,11.71,0.0,-11.71,-100.0
Southern,GAUTAMI,464.0,0.0,0.0,464.0,0.0,0.0,0.0,0.0
Southern,GMR ENERG,220.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0
Southern,GREL,768.0,0.0,0.0,768.0,0.0,0.0,0.0,0.0
Southern,GVKP&IL,220.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0
Southern,HNPC,1040.0,0.0,1040.0,0.0,6.0,0.0,-6.0,-100.0
Southern,IBPIL,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0
Southern,ITPCL,1200.0,0.0,600.0,0.0,17.48,8.93,-8.55,-48.91
Southern,JSWEL,860.0,0.0,130.0,0.0,6.84,8.48,1.64,23.98
Southern,KONA,445.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0
Southern,KONDAPALI,1476.14,0.0,0.0,1226.65,2.13,2.91,0.78,36.62
Southern,LVS POWER,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,MADURAI P,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,MEL,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0
Southern,NLC,2940.0,420.0,630.0,0.0,47.47,37.69,-9.78,-20.6
Southern,NPCIL,3320.0,0.0,220.0,0.0,61.83,74.13,12.3,19.89
Southern,NTECL,1500.0,0.0,1500.0,0.0,20.47,0.0,-20.47,-100.0
Southern,NTPC Ltd.,7359.58,700.0,3900.0,359.58,82.79,44.94,-37.85,-45.72
Southern,NTPL,1000.0,0.0,0.0,0.0,7.97,13.89,5.92,74.28
Southern,PENNA,52.8,0.0,0.0,0.0,1.03,1.08,0.05,4.85
Southern,PPNPGCL,330.5,0.0,0.0,330.5,0.0,0.0,0.0,0.0
Southern,SAMALPATI,105.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,SEIL,2640.0,0.0,0.0,0.0,48.35,54.41,6.06,12.53
Southern,SEPL,600.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0
Southern,SPGL,208.0,0.0,0.0,208.0,3.22,0.0,-3.22,-100.0
Southern,ST-CMSECP,250.0,0.0,250.0,0.0,3.48,0.0,-3.48,-100.0
Southern,UPCL,1200.0,0.0,600.0,0.0,11.87,9.67,-2.2,-18.53
Southern,VEMAGIRI,370.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0
Southern,Total,62742.47,3596.8,21340.83,7539.33,699.08,516.54,-182.54,-26.11
Eastern,Andaman & Nicobar Islands,40.05,0.0,0.0,0.0,0.42,0.36,-0.06,-14.29
Eastern,Jharkhand,550.0,0.0,0.0,0.0,6.45,6.85,0.4,6.2
Eastern,Odisha,3882.25,279.0,764.0,0.0,42.48,42.14,-0.34,-0.8
Eastern,Sikkim,1200.0,0.0,0.0,0.0,16.58,28.04,11.46,69.12
Eastern,West Bengal,6356.0,268.0,1269.0,540.0,71.03,76.92,5.89,8.29
Eastern,ADHUNIK,540.0,0.0,0.0,0.0,8.84,9.43,0.59,6.67
Eastern,BRBCL,750.0,0.0,250.0,0.0,11.0,9.92,-1.08,-9.82
Eastern,CESC,1125.0,0.0,375.0,0.0,15.76,16.88,1.12,7.11
Eastern,CPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern,DEPL,96.0,0.0,0.0,0.0,1.71,2.35,0.64,37.43
Eastern,DVC,7103.2,0.0,420.0,833.2,101.69,110.11,8.42,8.28
Eastern,GIPL,110.0,0.0,0.0,0.0,1.81,2.48,0.67,37.02
Eastern,GMR ENERG,1050.0,0.0,0.0,0.0,19.28,24.47,5.19,26.92
Eastern,HEL,600.0,0.0,0.0,0.0,11.13,13.26,2.13,19.14
Eastern,HMEL,300.0,0.0,300.0,0.0,1.48,0.0,-1.48,-100.0
Eastern,IBPIL,350.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0
Eastern,ICCL,0.0,0.0,0.0,0.0,0.42,0.82,0.4,95.24
Eastern,JITPL,1200.0,0.0,600.0,0.0,11.68,8.0,-3.68,-31.51
Eastern,K.B.U.N.L,610.0,0.0,415.0,0.0,7.99,2.91,-5.08,-63.58
Eastern,LBPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern,MBPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern,MPL,1050.0,0.0,0.0,0.0,19.2,15.31,-3.89,-20.26
Eastern,NALCO,0.0,0.0,0.0,0.0,0.26,0.56,0.3,115.38
Eastern,NHPC,862.0,0.0,0.0,0.0,14.62,21.29,6.67,45.62
Eastern,NPGCL,660.0,0.0,0.0,0.0,8.48,14.36,5.88,69.34
Eastern,NTPC Ltd.,10730.0,530.0,460.0,0.0,162.28,182.75,20.47,12.61
Eastern,SEL,1200.0,0.0,600.0,0.0,0.0,9.42,9.42,0.0
Eastern,SEPL,97.0,0.0,0.0,48.5,1.32,1.84,0.52,39.39
Eastern,SKPPPL,96.0,0.0,0.0,0.0,1.52,2.23,0.71,46.71
Eastern,TATA PCL,240.0,0.0,0.0,0.0,2.19,3.72,1.53,69.86
Eastern,Total,40797.5,1077.0,5803.0,1421.7,539.62,606.42,66.8,12.38
North Eastern,Assam,429.35,0.0,0.0,29.96,4.07,3.3,-0.77,-18.92
North Eastern,Manipur,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Eastern,Meghalaya,322.0,0.0,0.0,0.0,3.49,4.99,1.5,42.98
North Eastern,Tripura,169.5,21.0,21.0,48.0,1.35,1.42,0.07,5.19
North Eastern,NEEPCO.,1727.0,75.0,225.5,134.5,24.37,22.76,-1.61,-6.61
North Eastern,NHPC,105.0,0.0,0.0,0.0,2.1,2.54,0.44,20.95
North Eastern,NTPC Ltd.,750.0,0.0,250.0,0.0,10.58,6.81,-3.77,-35.63
North Eastern,ONGC,726.6,0.0,0.0,0.0,13.32,15.79,2.47,18.54
North Eastern,Total,4265.45,96.0,496.5,212.47,59.28,57.61,-1.67,-2.82
