region,power_station,monitored_capacity_MW,planned_maintanence_MW,forced_maintanence_MW,other_reasons_MW,gen_dt_program,gen_dt_actual,gen_dt_excess_shortfall,gen_dt_deviation
Western,ESSAR,515.0,0.0,295.0,220.0,0.0,0.0,0.0,0.0
Western,ESSARPMPL,1200.0,0.0,600.0,0.0,12.9,9.89,-3.01,-23.33
Western,GCEL,1370.0,0.0,0.0,0.0,10.42,20.42,10.0,95.97
Western,GEPL,120.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
Western,GIPCL,660.0,125.0,0.0,160.0,9.47,8.36,-1.11,-11.72
Western,GMR ENERG,600.0,0.0,0.0,0.0,10.52,12.6,2.08,19.77
Western,IEPL,270.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0
Western,JHAPL,600.0,0.0,0.0,0.0,7.94,11.23,3.29,41.44
Western,JPL,3400.0,0.0,1700.0,0.0,23.26,32.35,9.09,39.08
Western,JPPVL,1820.0,0.0,250.0,0.0,18.61,25.23,6.62,35.57
Western,JSWEL,1200.0,0.0,0.0,0.0,19.9,24.5,4.6,23.12
Western,LANCO,600.0,0.0,0.0,0.0,9.22,13.19,3.97,43.06
Western,LVTPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,MBPMPL,1200.0,0.0,0.0,0.0,18.45,20.25,1.8,9.76
Western,MCCPL,300.0,0.0,0.0,0.0,5.55,7.12,1.57,28.29
Western,NHDC,1520.0,0.0,0.0,0.0,8.39,10.77,2.38,28.37
Western,NPCIL,1840.0,320.0,540.0,0.0,40.95,23.57,-17.38,-42.44
Western,NSPCL,500.0,0.0,0.0,0.0,9.16,9.61,0.45,4.91
Western,NTPC Ltd.,19013.59,660.0,5071.1,0.0,258.94,296.61,37.67,14.55
Western,PGPL,388.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0
Western,RATTANINDIA,1350.0,0.0,1350.0,0.0,10.63,0.0,-10.63,-100.0
Western,REGL,600.0,0.0,600.0,0.0,7.35,0.0,-7.35,-100.0
Western,RELIANCE,48.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
Western,RGPPL,1967.08,0.0,0.0,1754.08,12.54,7.2,-5.34,-42.58
Western,RKMPPL,1440.0,0.0,720.0,360.0,7.2,8.26,1.06,14.72
Western,SCPL,100.0,0.0,100.0,0.0,1.74,0.0,-1.74,-100.0
Western,SKS,600.0,0.0,0.0,300.0,6.38,5.14,-1.24,-19.44
Western,SMHPCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,SPL,3960.0,0.0,0.0,0.0,80.61,97.17,16.56,20.54
Western,SPPL,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0
Western,STPL,1350.0,0.0,1350.0,0.0,0.0,0.0,0.0,0.0
Western,SVPPL,63.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0
Western,TATA MAH.,447.0,0.0,24.0,0.0,3.98,2.82,-1.16,-29.15
Western,TATA PCL,930.0,0.0,250.0,0.0,15.52,13.02,-2.5,-16.11
Western,TOR. POW. (SUGEN),1147.5,0.0,0.0,0.0,17.55,18.69,1.14,6.5
Western,TOR. POW. (UNOSUGEN),1944.5,0.0,0.0,1200.0,10.77,13.69,2.92,27.11
Western,TRNE,600.0,0.0,300.0,0.0,8.9,4.75,-4.15,-46.63
Western,VESPL,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
Western,VIP,600.0,0.0,600.0,0.0,2.94,0.0,-2.94,-100.0
Western,VVL,135.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0
Western,WPCL,2340.0,0.0,405.0,0.0,22.3,37.5,15.2,68.16
Western,Total,106314.49,2030.0,27003.72,6168.08,1287.41,1399.91,112.5,8.74
Southern,Andhra Pradesh,6855.4,0.0,3080.0,142.8,86.35,59.53,-26.82,-31.06
Southern,Karnataka,8664.2,564.8,3194.6,950.0,78.45,38.21,-40.24,-51.29
Southern,Kerala,2016.46,353.0,108.0,73.5,15.31,21.91,6.6,43.11
Southern,Puducherry,32.5,0.0,0.0,0.0,0.65,0.57,-0.08,-12.31
Southern,Tamil Nadu,7012.28,1224.0,2158.23,365.0,86.36,43.3,-43.06,-49.86
Southern,Telangana,6838.1,0.0,1400.0,1039.8,95.76,107.45,11.69,12.21
Southern,ABAN POWR,119.8,0.0,0.0,0.0,1.59,0.0,-1.59,-100.0
Southern,APGPCL,272.0,205.0,0.0,0.0,1.97,2.1,0.13,6.6
Southern,BELLARY,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,BSES  AP,220.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0
Southern,BSES(C),174.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0
Southern,CEPL,1200.0,0.0,1200.0,0.0,11.71,0.0,-11.71,-100.0
Southern,GAUTAMI,464.0,0.0,0.0,464.0,0.0,0.0,0.0,0.0
Southern,GMR ENERG,220.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0
Southern,GREL,768.0,0.0,0.0,768.0,0.0,0.0,0.0,0.0
Southern,GVKP&IL,220.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0
Southern,HNPC,1040.0,0.0,1040.0,0.0,6.0,0.0,-6.0,-100.0
Southern,IBPIL,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0
Southern,ITPCL,1200.0,0.0,600.0,0.0,17.48,5.3,-12.18,-69.68
Southern,JSWEL,860.0,0.0,430.0,0.0,6.84,8.48,1.64,23.98
Southern,KONA,445.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0
Southern,KONDAPALI,1476.14,0.0,0.0,1226.65,2.13,2.5,0.37,17.37
Southern,LVS POWER,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,MADURAI P,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,MEL,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0
Southern,NLC,2940.0,420.0,630.0,0.0,47.47,38.81,-8.66,-18.24
Southern,NPCIL,3320.0,0.0,220.0,0.0,61.83,74.07,12.24,19.8
Southern,NTECL,1500.0,0.0,1500.0,0.0,20.47,0.0,-20.47,-100.0
Southern,NTPC Ltd.,7359.58,700.0,3900.0,359.58,82.79,46.68,-36.11,-43.62
Southern,NTPL,1000.0,0.0,0.0,0.0,7.97,15.44,7.47,93.73
Southern,PENNA,52.8,0.0,0.0,0.0,1.03,0.7,-0.33,-32.04
Southern,PPNPGCL,330.5,0.0,0.0,330.5,0.0,0.0,0.0,0.0
Southern,SAMALPATI,105.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,SEIL,2640.0,0.0,0.0,0.0,48.35,59.93,11.58,23.95
Southern,SEPL,600.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0
Southern,SPGL,208.0,0.0,0.0,208.0,3.22,0.0,-3.22,-100.0
Southern,ST-CMSECP,250.0,0.0,250.0,0.0,3.48,0.0,-3.48,-100.0
Southern,UPCL,1200.0,0.0,600.0,0.0,11.87,9.58,-2.29,-19.29
Southern,VEMAGIRI,370.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0
Southern,Total,62742.47,3466.8,21510.83,7576.83,699.08,534.56,-164.52,-23.53
Eastern,Andaman & Nicobar Islands,40.05,0.0,0.0,0.0,0.42,0.36,-0.06,-14.29
Eastern,Jharkhand,550.0,0.0,0.0,0.0,6.45,6.66,0.21,3.26
Eastern,Odisha,3882.25,279.0,764.0,0.0,42.48,41.32,-1.16,-2.73
Eastern,Sikkim,1200.0,0.0,0.0,0.0,16.58,28.4,11.82,71.29
Eastern,West Bengal,6356.0,268.0,1269.0,540.0,71.03,76.42,5.39,7.59
Eastern,ADHUNIK,540.0,0.0,0.0,0.0,8.84,9.37,0.53,6.0
Eastern,BRBCL,750.0,0.0,250.0,0.0,11.0,9.92,-1.08,-9.82
Eastern,CESC,1125.0,0.0,375.0,0.0,15.76,16.88,1.12,7.11
Eastern,CPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern,DEPL,96.0,0.0,0.0,0.0,1.71,2.27,0.56,32.75
Eastern,DVC,7103.2,0.0,420.0,833.2,101.69,113.91,12.22,12.02
Eastern,GIPL,110.0,0.0,0.0,0.0,1.81,2.22,0.41,22.65
Eastern,GMR ENERG,1050.0,0.0,0.0,0.0,19.28,24.9,5.62,29.15
Eastern,HEL,600.0,0.0,0.0,0.0,11.13,13.44,2.31,20.75
Eastern,HMEL,300.0,0.0,300.0,0.0,1.48,0.0,-1.48,-100.0
Eastern,IBPIL,350.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0
Eastern,ICCL,0.0,0.0,0.0,0.0,0.42,0.82,0.4,95.24
Eastern,JITPL,1200.0,0.0,600.0,0.0,11.68,8.0,-3.68,-31.51
Eastern,K.B.U.N.L,610.0,0.0,610.0,0.0,7.99,3.14,-4.85,-60.7
Eastern,LBPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern,MBPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern,MPL,1050.0,0.0,0.0,0.0,19.2,15.31,-3.89,-20.26
Eastern,NALCO,0.0,0.0,0.0,0.0,0.26,0.0,-0.26,-100.0
Eastern,NHPC,862.0,0.0,0.0,0.0,14.62,20.96,6.34,43.37
Eastern,NPGCL,660.0,0.0,0.0,0.0,8.48,15.27,6.79,80.07
Eastern,NTPC Ltd.,10730.0,530.0,460.0,0.0,162.28,187.23,24.95,15.37
Eastern,SEL,1200.0,0.0,600.0,0.0,0.0,9.42,9.42,0.0
Eastern,SEPL,97.0,0.0,0.0,48.5,1.32,1.71,0.39,29.55
Eastern,SKPPPL,96.0,0.0,0.0,0.0,1.52,2.23,0.71,46.71
Eastern,TATA PCL,240.0,0.0,0.0,0.0,2.19,4.21,2.02,92.24
Eastern,Total,40797.5,1077.0,5998.0,1421.7,539.62,614.37,74.75,13.85
North Eastern,Assam,429.35,0.0,0.0,39.93,4.07,3.27,-0.8,-19.66
North Eastern,Manipur,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Eastern,Meghalaya,322.0,0.0,0.0,0.0,3.49,4.76,1.27,36.39
North Eastern,Tripura,169.5,21.0,21.0,48.0,1.63,1.42,-0.21,-12.88
North Eastern,NEEPCO.,1727.0,75.0,225.5,134.5,24.37,22.12,-2.25,-9.23
North Eastern,NHPC,105.0,0.0,0.0,0.0,2.1,2.56,0.46,21.9
North Eastern,NTPC Ltd.,750.0,0.0,250.0,0.0,10.58,7.23,-3.35,-31.66
North Eastern,ONGC,726.6,0.0,0.0,0.0,13.32,15.84,2.52,18.92
North Eastern,Total,4265.45,96.0,496.5,222.43,59.56,57.2,-2.36,-3.96
