region,power_station,monitored_capacity_MW,planned_maintanence_MW,forced_maintanence_MW,other_reasons_MW,gen_dt_program,gen_dt_actual,gen_dt_excess_shortfall,gen_dt_deviation
Northern,LAPPL,1200.0,0.0,0.0,0.0,10.42,25.51,15.09,144.82
Northern,LPGCL,1980.0,0.0,660.0,0.0,26.06,24.56,-1.5,-5.76
Northern,L&T,0.0,0.0,0.0,0.0,0.29,0.0,-0.29,-100.0
Northern,MPCL,86.0,0.0,0.0,0.0,0.65,0.94,0.29,44.62
Northern,MUNPL,660.0,0.0,0.0,0.0,15.55,13.29,-2.26,-14.53
Northern,NHPC,4484.2,440.0,0.0,601.0,42.95,45.91,2.96,6.89
Northern,NLC,250.0,0.0,0.0,0.0,4.64,5.62,0.98,21.12
Northern,NPCIL,1520.0,0.0,200.0,0.0,26.24,30.18,3.94,15.02
Northern,NPL,1400.0,0.0,0.0,0.0,23.97,30.51,6.54,27.28
Northern,NTPC Ltd.,12614.06,910.0,2998.17,109.3,135.52,154.87,19.35,14.28
Northern,NTPGPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,PPGCL (Jaypee),1980.0,0.0,0.0,0.0,23.84,37.06,13.22,55.45
Northern,RPSCL,1200.0,0.0,300.0,0.0,17.88,21.03,3.15,17.62
Northern,RWPL (JSW),1080.0,0.0,0.0,0.0,19.67,23.28,3.61,18.35
Northern,SJVNL,1912.02,0.0,0.0,1000.0,19.32,24.4,5.08,26.29
Northern,SrEPL,225.0,0.0,0.0,0.0,2.0,0.0,-2.0,-100.0
Northern,THDC,1400.0,0.0,0.0,0.0,9.29,9.38,0.09,0.97
Northern,TPDDL,108.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0
Northern,TSPL,1980.0,0.0,0.0,0.0,30.93,33.36,2.43,7.86
Northern,Total,69663.53,3265.5,12052.17,4412.55,801.51,840.49,38.98,4.86
Western,Chhatisgarh,3200.0,0.0,500.0,0.0,47.27,51.23,3.96,8.38
Western,Gujarat,9717.82,0.0,3259.62,480.0,85.79,111.37,25.58,29.82
Western,Madhya Pradesh,6115.0,675.0,2910.0,285.0,79.08,51.15,-27.93,-35.32
Western,Maharashtra,12988.0,250.0,2845.0,318.0,147.75,148.61,0.86,0.58
Western,ACB,325.0,0.0,160.0,0.0,4.99,3.78,-1.21,-24.25
Western,ACPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,AEML,500.0,0.0,0.0,0.0,11.42,9.96,-1.46,-12.78
Western,AMNEPL,246.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0
Western,APL,7920.0,0.0,660.0,0.0,128.6,153.61,25.01,19.45
Western,BALCO,600.0,0.0,0.0,0.0,7.58,11.37,3.79,50.0
Western,BLAPPL,90.0,0.0,45.0,0.0,0.65,0.54,-0.11,-16.92
Western,CGPL,4000.0,0.0,0.0,0.0,70.26,91.96,21.7,30.89
Western,CLPINDIA,655.0,0.0,0.0,655.0,0.0,0.0,0.0,0.0
Western,DBPCL,1200.0,0.0,0.0,0.0,16.96,20.35,3.39,19.99
Western,DIPL,600.0,0.0,0.0,0.0,6.0,12.41,6.41,106.83
Western,DLHP,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,EPGL,1200.0,0.0,1200.0,0.0,8.97,0.0,-8.97,-100.0
Western,ESSAR,515.0,0.0,295.0,220.0,0.0,0.0,0.0,0.0
Western,ESSARPMPL,1200.0,0.0,600.0,0.0,12.9,9.89,-3.01,-23.33
Western,GCEL,1370.0,0.0,0.0,0.0,10.42,20.79,10.37,99.52
Western,GEPL,120.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
Western,GIPCL,660.0,125.0,0.0,160.0,9.47,8.33,-1.14,-12.04
Western,GMR ENERG,600.0,0.0,0.0,0.0,10.52,12.76,2.24,21.29
Western,IEPL,270.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0
Western,JHAPL,600.0,0.0,0.0,0.0,7.94,10.58,2.64,33.25
Western,JPL,3400.0,0.0,1700.0,0.0,23.26,31.36,8.1,34.82
Western,JPPVL,1820.0,0.0,250.0,0.0,18.61,23.53,4.92,26.44
Western,JSWEL,1200.0,0.0,0.0,0.0,19.9,21.62,1.72,8.64
Western,LANCO,600.0,0.0,0.0,0.0,9.22,12.81,3.59,38.94
Western,LVTPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,MBPMPL,1200.0,0.0,0.0,0.0,18.45,20.92,2.47,13.39
Western,MCCPL,300.0,0.0,0.0,0.0,5.55,6.99,1.44,25.95
Western,NHDC,1520.0,0.0,0.0,0.0,8.39,6.43,-1.96,-23.36
Western,NPCIL,1840.0,320.0,540.0,0.0,40.95,23.57,-17.38,-42.44
Western,NSPCL,500.0,0.0,0.0,0.0,9.16,8.62,-0.54,-5.9
Western,NTPC Ltd.,19013.59,870.0,5071.1,0.0,258.94,277.05,18.11,6.99
Western,PGPL,388.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0
Western,RATTANINDIA,1350.0,0.0,1350.0,0.0,10.63,0.0,-10.63,-100.0
Western,REGL,600.0,0.0,600.0,0.0,7.35,0.0,-7.35,-100.0
Western,RELIANCE,48.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
Western,RGPPL,1967.08,0.0,0.0,1516.54,12.54,6.61,-5.93,-47.29
Western,RKMPPL,1440.0,0.0,720.0,360.0,7.2,8.17,0.97,13.47
Western,SCPL,100.0,0.0,100.0,0.0,1.74,0.0,-1.74,-100.0
Western,SKS,600.0,0.0,0.0,300.0,6.38,5.48,-0.9,-14.11
Western,SMHPCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,SPL,3960.0,0.0,0.0,0.0,80.61,96.97,16.36,20.3
Western,SPPL,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0
Western,STPL,1350.0,0.0,1350.0,0.0,0.0,0.0,0.0,0.0
Western,SVPPL,63.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0
Western,TATA MAH.,447.0,0.0,24.0,0.0,3.98,1.89,-2.09,-52.51
Western,TATA PCL,930.0,0.0,250.0,0.0,15.52,12.48,-3.04,-19.59
Western,TOR. POW. (SUGEN),1147.5,0.0,0.0,0.0,17.55,15.79,-1.76,-10.03
Western,TOR. POW. (UNOSUGEN),1944.5,0.0,0.0,1200.0,10.77,12.3,1.53,14.21
Western,TRNE,600.0,0.0,300.0,0.0,8.9,4.74,-4.16,-46.74
Western,VESPL,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
Western,VIP,600.0,0.0,600.0,0.0,2.94,0.0,-2.94,-100.0
Western,VVL,135.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0
Western,WPCL,2340.0,0.0,405.0,0.0,22.3,37.54,15.24,68.34
Western,Total,106314.49,2240.0,26753.72,5930.54,1287.41,1363.56,76.15,5.91
Southern,Andhra Pradesh,6855.4,0.0,3080.0,142.8,86.35,57.06,-29.29,-33.92
Southern,Karnataka,8664.2,564.8,3194.6,966.0,78.45,30.5,-47.95,-61.12
Southern,Kerala,2016.46,353.0,108.0,36.0,15.31,22.39,7.08,46.24
Southern,Puducherry,32.5,0.0,0.0,0.0,0.65,0.57,-0.08,-12.31
Southern,Tamil Nadu,7012.28,624.0,2758.23,352.5,86.36,43.02,-43.34,-50.19
Southern,Telangana,6838.1,0.0,880.0,1039.8,95.76,104.14,8.38,8.75
Southern,ABAN POWR,119.8,0.0,0.0,0.0,1.59,0.0,-1.59,-100.0
Southern,APGPCL,272.0,205.0,0.0,0.0,1.97,1.39,-0.58,-29.44
Southern,BELLARY,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,BSES  AP,220.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0
Southern,BSES(C),174.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0
Southern,CEPL,1200.0,0.0,1200.0,0.0,11.71,0.0,-11.71,-100.0
Southern,GAUTAMI,464.0,0.0,0.0,464.0,0.0,0.0,0.0,0.0
Southern,GMR ENERG,220.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0
Southern,GREL,768.0,0.0,0.0,768.0,0.0,0.0,0.0,0.0
Southern,GVKP&IL,220.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0
Southern,HNPC,1040.0,0.0,1040.0,0.0,6.0,0.0,-6.0,-100.0
Southern,IBPIL,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0
Southern,ITPCL,1200.0,0.0,1200.0,0.0,17.48,0.0,-17.48,-100.0
Southern,JSWEL,860.0,0.0,430.0,0.0,6.84,8.48,1.64,23.98
Southern,KONA,445.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0
Southern,KONDAPALI,1476.14,0.0,0.0,1229.29,2.13,3.46,1.33,62.44
Southern,LVS POWER,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,MADURAI P,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,MEL,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0
Southern,NLC,2940.0,420.0,680.0,0.0,47.47,37.56,-9.91,-20.88
Southern,NPCIL,3320.0,0.0,220.0,0.0,61.83,73.28,11.45,18.52
Southern,NTECL,1500.0,0.0,1500.0,0.0,20.47,0.0,-20.47,-100.0
Southern,NTPC Ltd.,7359.58,700.0,3900.0,359.58,82.79,41.72,-41.07,-49.61
Southern,NTPL,1000.0,0.0,0.0,0.0,7.97,14.52,6.55,82.18
Southern,PENNA,52.8,0.0,0.0,0.0,1.03,1.07,0.04,3.88
Southern,PPNPGCL,330.5,0.0,0.0,330.5,0.0,0.0,0.0,0.0
Southern,SAMALPATI,105.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,SEIL,2640.0,0.0,0.0,0.0,48.35,59.44,11.09,22.94
Southern,SEPL,600.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0
Southern,SPGL,208.0,0.0,0.0,208.0,3.22,0.0,-3.22,-100.0
Southern,ST-CMSECP,250.0,0.0,250.0,0.0,3.48,0.0,-3.48,-100.0
Southern,UPCL,1200.0,0.0,600.0,0.0,11.87,9.01,-2.86,-24.09
Southern,VEMAGIRI,370.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0
Southern,Total,62742.47,2866.8,22240.83,7545.47,699.08,507.61,-191.47,-27.39
Eastern,Andaman & Nicobar Islands,40.05,0.0,0.0,0.0,0.42,0.36,-0.06,-14.29
Eastern,Jharkhand,550.0,0.0,0.0,0.0,6.45,6.49,0.04,0.62
Eastern,Odisha,3882.25,279.0,764.0,0.0,42.48,40.82,-1.66,-3.91
Eastern,Sikkim,1200.0,0.0,0.0,0.0,16.58,26.25,9.67,58.32
Eastern,West Bengal,6356.0,268.0,1269.0,540.0,71.03,74.73,3.7,5.21
Eastern,ADHUNIK,540.0,0.0,0.0,0.0,8.84,9.26,0.42,4.75
Eastern,BRBCL,750.0,0.0,250.0,0.0,11.0,9.92,-1.08,-9.82
Eastern,CESC,1125.0,0.0,375.0,0.0,15.76,16.03,0.27,1.71
Eastern,CPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern,DEPL,96.0,0.0,0.0,0.0,1.71,2.39,0.68,39.77
Eastern,DVC,7103.2,0.0,420.0,833.2,101.69,114.21,12.52,12.31
Eastern,GIPL,110.0,0.0,0.0,0.0,1.81,2.39,0.58,32.04
Eastern,GMR ENERG,1050.0,0.0,0.0,0.0,19.28,25.25,5.97,30.96
Eastern,HEL,600.0,0.0,0.0,0.0,11.13,12.76,1.63,14.65
Eastern,HMEL,300.0,0.0,300.0,0.0,1.48,0.0,-1.48,-100.0
Eastern,IBPIL,350.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0
Eastern,ICCL,0.0,0.0,0.0,0.0,0.42,0.82,0.4,95.24
Eastern,JITPL,1200.0,0.0,600.0,0.0,11.68,8.0,-3.68,-31.51
Eastern,K.B.U.N.L,610.0,0.0,415.0,0.0,7.99,4.44,-3.55,-44.43
Eastern,LBPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern,MBPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern,MPL,1050.0,0.0,0.0,0.0,19.2,15.31,-3.89,-20.26
Eastern,NALCO,0.0,0.0,0.0,0.0,0.26,0.0,-0.26,-100.0
Eastern,NHPC,862.0,0.0,0.0,0.0,14.62,20.95,6.33,43.3
Eastern,NPGCL,660.0,0.0,0.0,0.0,8.48,15.0,6.52,76.89
Eastern,NTPC Ltd.,10730.0,530.0,960.0,0.0,162.28,177.6,15.32,9.44
Eastern,SEL,1200.0,0.0,600.0,0.0,0.0,9.42,9.42,0.0
Eastern,SEPL,97.0,0.0,0.0,48.5,1.32,1.73,0.41,31.06
Eastern,SKPPPL,96.0,0.0,0.0,0.0,1.52,2.46,0.94,61.84
Eastern,TATA PCL,240.0,0.0,0.0,0.0,2.19,4.04,1.85,84.47
Eastern,Total,40797.5,1077.0,6303.0,1421.7,539.62,600.63,61.01,11.31
North Eastern,Assam,429.35,0.0,0.0,29.96,4.07,3.43,-0.64,-15.72
North Eastern,Manipur,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Eastern,Meghalaya,322.0,0.0,0.0,0.0,3.49,4.56,1.07,30.66
North Eastern,Tripura,169.5,21.0,21.0,48.0,1.63,1.41,-0.22,-13.5
North Eastern,NEEPCO.,1727.0,75.0,200.0,134.5,24.37,23.46,-0.91,-3.73
North Eastern,NHPC,105.0,0.0,0.0,0.0,2.1,2.55,0.45,21.43
North Eastern,NTPC Ltd.,750.0,0.0,250.0,0.0,10.58,6.72,-3.86,-36.48
North Eastern,ONGC,726.6,0.0,0.0,0.0,13.32,15.75,2.43,18.24
North Eastern,Total,4265.45,96.0,471.0,212.47,59.56,57.88,-1.68,-2.82
